timestamp,nose_x,nose_y,nose_z,left shoulder_x,left shoulder_y,left shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left elbow_x,left elbow_y,left elbow_z,right elbow_x,right elbow_y,right elbow_z,left wrist_x,left wrist_y,left wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left pinky_x,left pinky_y,left pinky_z,right pinky_x,right pinky_y,right pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left hip_x,left hip_y,left hip_z,right_hip_x,right_hip_y,right_hip_z,left knee_x,left knee_y,left knee_z,right knee_x,right knee_y,right knee_z,left ankle_x,left ankle_y,left ankle_z,right ankle_x,right ankle_y,right ankle_z,left foot index_x,left foot index_y,left foot index_z,right foot index_x,right foot index_y,right foot index_z
0.0,-0.049527832419788816,-2.4995093506157957,0.0,0.7798433286103539,-1.9593193902116472,0.0,-0.6872048389522972,-2.012121707492941,0.0,0.9533206112670658,-0.9744815190866365,0.0,-0.7987627281230393,-1.0183637704862631,0.0,1.0199408976572577,0.023296881882881815,0.0,-0.8928770669668623,-0.022802375481419723,0.0,0.9938600626851033,0.22158906540799017,0.0,-0.7996388543605225,0.15413443727944975,0.0,0.9107396211137274,0.19085308499474343,0.0,-0.7073686393741174,0.05194134192725186,0.0,0.4995611688105033,0.020943701121908753,0.0,-0.4995611688105033,-0.020943701121908753,0.0,0.5842877785654663,1.0173479371623975,0.0,-0.44493841569265274,0.9775633618685472,0.0,0.592236242136575,2.0173163476268776,0.0,-0.6428244111832645,1.9577884037791737,0.0,0.6123624580478509,2.3166404786839854,0.0,-0.7803772549067076,2.224395258874076,0.0
0.03333333333333333,-0.051249813734299,-2.499474636116998,0.0,0.7822172971853024,-1.9547162369404947,0.0,-0.6792787667664424,-2.017072817283795,0.0,0.9452857371201514,-0.9681014773219216,0.0,-0.7864021619084504,-1.0228270839697169,0.0,1.0129058195910212,0.02960966546773003,0.0,-0.8806938980293434,-0.02728247497456604,0.0,0.9891669254234937,0.2281958304030118,0.0,-0.7883066265236591,0.15010013991126486,0.0,0.9030218292175642,0.19671893708246124,0.0,-0.6947621966219195,0.04640200379634313,0.0,0.49936549190545376,0.025181451388356965,0.0,-0.49936549190545376,-0.025181451388356965,0.0,0.5813042315017798,1.0218188192174815,0.0,-0.44776216090978466,0.973486209162515,0.0,0.5847064724173076,2.0218130315791094,0.0,-0.6416582576401326,1.9545082801031923,0.0,0.5895659767054556,2.3217736710271435,0.0,-0.7358592330525445,2.2393348523034526,0.0
0.06666666666666667,-0.045422350244769275,-2.499587327960006,0.0,0.790369111373552,-1.9510571140938788,0.0,-0.6726793136522029,-2.020104843021879,0.0,0.97359175330726,-0.967985670361109,0.0,-0.7792631852007026,-1.025801127688514,0.0,1.0245236609602242,0.030716457794643937,0.0,-0.8675404073964492,-0.029705182489758175,0.0,0.9970042986303381,0.22881412233654724,0.0,-0.7757503061302229,0.14798718456503662,0.0,0.9090018332946576,0.1939791520416982,0.0,-0.6824345246894471,0.04602996250423769,0.0,0.499235460851422,0.02763972916778133,0.0,-0.499235460851422,-0.02763972916778133,0.0,0.5735518509939043,1.0248744428416436,0.0,-0.4517496875311239,0.9712321852097194,0.0,0.5824407739711941,2.0248349355853836,0.0,-0.649431783582245,1.9514983678870754,0.0,0.5536286947658742,2.323448170543023,0.0,-0.7543763730138933,2.2325439747714793,0.0
0.1,-0.03605056862633173,-2.4997400577863527,0.0,0.7867144972931028,-1.9510540782986867,0.0,-0.6705802707340255,-2.0208168675534557,0.0,0.9756700675493781,-0.9690684406903122,0.0,-0.7811115222470808,-1.0269442185490887,0.0,1.0185511583792377,0.03001174230264525,0.0,-0.8660114561183782,-0.03055473585236268,0.0,0.9897385636667851,0.22792544669406922,0.0,-0.7748585782816447,0.14746535532299188,0.0,0.9003519248028339,0.19134661510437628,0.0,-0.6812263567579113,0.04595975332676208,0.0,0.49920566754262374,0.02817270830650409,0.0,-0.49920566754262374,-0.02817270830650409,0.0,0.5708964120380262,1.0255996164825842,0.0,-0.4561815657140058,0.9709013263184785,0.0,0.5896770553939483,2.0254232446466407,0.0,-0.6469107503511583,1.952544020035315,0.0,0.5335396839288991,2.3201241023396495,0.0,-0.7306608005886112,2.2406168043888948,0.0
0.13333333333333333,-0.03333137287800046,-2.499777794041316,0.0,0.7906131466621649,-1.9501399900515752,0.0,-0.6609727553869762,-2.021959239029739,0.0,0.988248511995391,-0.9698643847396802,0.0,-0.7742728691517403,-1.0283984284998091,0.0,1.0334014910525888,0.029115699387256,0.0,-0.835960817343464,-0.030302943564677665,0.0,1.0067410616080197,0.22733078837351645,0.0,-0.7425092158688422,0.14652125778182484,0.0,0.9152884699170244,0.19051369887371092,0.0,-0.6495986659688858,0.04228595734337322,0.0,0.49918630721846574,0.028513692949029293,0.0,-0.49918630721846574,-0.028513692949029293,0.0,0.5632631377388123,1.0264586612666549,0.0,-0.4515773102590985,0.9703523558325493,0.0,0.6036772379414526,2.025641677788058,0.0,-0.6382991662876089,1.9527651756192559,0.0,0.5167207120249264,2.3127628414115855,0.0,-0.6840027461131717,2.249263375936102,0.0
0.16666666666666666,-0.02707619449195087,-2.4998533716383915,0.0,0.7876247631457014,-1.9512308609910973,0.0,-0.665241446014329,-2.020963540628908,0.0,0.9878697033321748,-0.9714849939777601,0.0,-0.7857574857562327,-1.028252160536523,0.0,1.0200366057205312,0.02799751732033051,0.0,-0.8450078104236418,-0.030009004273076956,0.0,0.9881826594789795,0.22544453833822367,0.0,-0.7491533713479754,0.1455242589834619,0.0,0.8975827701203354,0.18612739478439552,0.0,-0.6582397056763681,0.04152892307397016,0.0,0.49922288255366615,0.027865992442553347,0.0,-0.49922288255366615,-0.027865992442553347,0.0,0.5752220447058776,1.0249738739439291,0.0,-0.46094916735097474,0.9714013004899149,0.0,0.6124630396923625,2.024280187489689,0.0,-0.6308697904287488,1.956859052934362,0.0,0.5541865987413612,2.3185655191494314,0.0,-0.6825497976341379,2.2523741572103546,0.0
0.2,-0.018409155129613913,-2.499932219682649,0.0,0.7964425997853166,-1.950651813499841,0.0,-0.6585284235848793,-2.020794467004813,0.0,0.9944317813265396,-0.9704476082483858,0.0,-0.774767697122755,-1.0275732271557114,0.0,1.0204015421350565,0.029215120637486214,0.0,-0.8297419901060121,-0.029085457019796812,0.0,0.9848852141138863,0.22603633505273327,0.0,-0.731891326692977,0.14534288835339337,0.0,0.8950437632914687,0.1850529442985029,0.0,-0.6426180375166928,0.04151642940932168,0.0,0.4992625532055929,0.027145956727154173,0.0,-0.4992625532055929,-0.027145956727154173,0.0,0.5759280941396062,1.0242028231261049,0.0,-0.4601218797143753,0.972087753512174,0.0,0.6029697177435834,2.0238371315573733,0.0,-0.613762469477574,1.9602145516394267,0.0,0.5129498404887773,2.310012640116421,0.0,-0.7009605529610451,2.2472624470102334,0.0
0.23333333333333334,-0.03054117871663844,-2.499813440319617,0.0,0.7836453626561333,-1.9518131202410667,0.0,-0.6651755638897463,-2.0209626587021035,0.0,0.9774821354850445,-0.9707793259713315,0.0,-0.7877405342647259,-1.0285021667746008,0.0,1.0017774828475021,0.028925498512644587,0.0,-0.8494385191417909,-0.0304073022140674,0.0,0.9697859441553541,0.22635027267259847,0.0,-0.7550284450092452,0.14590701343354878,0.0,0.8791601194133651,0.18692860666074643,0.0,-0.6649029660826127,0.046707091106137036,0.0,0.4992232396593446,0.027859594110980032,0.0,-0.4992232396593446,-0.027859594110980032,0.0,0.5727918743104708,1.025149750482519,0.0,-0.4546264813255476,0.9711454755188577,0.0,0.6046809142207207,2.02464116572009,0.0,-0.6187991682154816,1.957577089407697,0.0,0.5140732367404125,2.3106311109657653,0.0,-0.6593385260555441,2.254825403895627,0.0
0.26666666666666666,-0.025092545657856673,-2.4998740696587918,0.0,0.7960232200870958,-1.9489927277398225,0.0,-0.6567190841376214,-2.0226382986062816,0.0,0.9859937096729058,-0.9672029268727899,0.0,-0.7835239525319048,-1.0307106170934062,0.0,1.009952907016944,0.032510010356007535,0.0,-0.8513482738957032,-0.03301333763859071,0.0,0.9763141015036464,0.22966079215420013,0.0,-0.7575844164540181,0.14364548336295266,0.0,0.8878330628138228,0.1908979633442491,0.0,-0.665982306105064,0.04208298707200814,0.0,0.49916677325623005,0.02885363888599651,0.0,-0.49916677325623005,-0.02885363888599651,0.0,0.5693787246261375,1.0263857345525118,0.0,-0.4593160022889104,0.9703520036387594,0.0,0.5965230236398638,2.0260172601813573,0.0,-0.6107100847291522,1.958825489273087,0.0,0.4995663015655102,2.309917584317482,0.0,-0.7011165319752476,2.2448791106386254,0.0
0.3,-0.037170543212349166,-2.4997236548701336,0.0,0.7954460889457741,-1.9496369245209346,0.0,-0.6576565548961837,-2.0220135926699,0.0,0.9858967064058878,-0.9679401473493574,0.0,-0.7871104702876103,-1.030428153189353,0.0,1.0099210813343922,0.031771225702532324,0.0,-0.856897588052094,-0.03286624624115475,0.0,0.9764123428038294,0.22894415600000081,0.0,-0.7615325376218014,0.1429333759325796,0.0,0.8866694207092289,0.1892800449893887,0.0,-0.6702718944564308,0.0390423797361063,0.0,0.4991984267701559,0.028300719252367174,0.0,-0.4991984267701559,-0.028300719252367174,0.0,0.5699836024875496,1.025792302624707,0.0,-0.456877654765367,0.9708033555350989,0.0,0.6064402856994899,2.0251275367924935,0.0,-0.6074800885027227,1.9593977652666053,0.0,0.5129443601707747,2.3101863235532756,0.0,-0.6805563728821163,2.250361434238011,0.0
